batchId,toolOrder,canonicalToolId,language,primaryKeyword,localizedSlug,localizedUrl,h1,metaTitle,metaDescription,source,status
B07,1,last-name-and-first-name-generator,ms,penjana first and last name,penjana-first-and-last-name,https://taptogen.com/ms/tools/penjana-first-and-last-name/,Penjana First And Last Name,Penjana First And Last Name percuma,"Cipta draf jelas dalam Bahasa Melayu dan semak hasil sebelum digunakan. Semak ketepatan, keaslian, keserasian dan peraturan projek sebelum diterbitkan. Semak keaslian, sensitiviti, hak dan ketersediaan sebelum penggunaan",built_dist,PASS
B07,1,last-name-and-first-name-generator,bg,generator za first and last name,generator-first-and-last-name,https://taptogen.com/bg/tools/generator-first-and-last-name/,Generator za First And Last Name,Generator za First And Last Name bezplatno,"Sazdavaite yasni cherнови na balgarski i proveriavaite rezultata predi upotreba. Proverete tochnost, originalnost, savmestimost i pravilata na proekta predi publikuvane. Proverete originalnost, chuvstvitelnost, prava i d",built_dist,PASS
B07,1,last-name-and-first-name-generator,hi,first and last name generator,generator-first-and-last-name,https://taptogen.com/hi/tools/generator-first-and-last-name/,First And Last Name Generator,First And Last Name Generator muft,"हिंदी में साफ ड्राफ्ट बनाएं और उपयोग से पहले हर परिणाम की समीक्षा करें. प्रकाशन से पहले सटीकता, मौलिकता, संगतता और प्रोजेक्ट नियम जांचें. Public use se pehle originality, sensitivity, rights aur availability check karein",built_dist,PASS
B07,1,last-name-and-first-name-generator,bn,first and last name generator,generator-first-and-last-name,https://taptogen.com/bn/tools/generator-first-and-last-name/,First And Last Name Generator,First And Last Name Generator free,"বাংলায় পরিষ্কার খসড়া তৈরি করুন এবং ব্যবহারের আগে ফলাফল পর্যালোচনা করুন. প্রকাশের আগে নির্ভুলতা, মৌলিকতা, সামঞ্জস্য এবং প্রকল্পের নিয়ম যাচাই করুন. Public use er age originality, sensitivity, rights ebong availability chec",built_dist,PASS
B07,1,last-name-and-first-name-generator,ja,first and last name generator,generator-first-and-last-name,https://taptogen.com/ja/tools/generator-first-and-last-name/,First And Last Name Generator,First And Last Name Generator muryo,"日本語でわかりやすい下書きを作り、使う前に結果を確認します. 公開前に正確性、独自性、互換性、プロジェクト規則を確認してください. Koukai riyou mae ni originality, hairyo, rights, availability wo kakunin shite kudasai. Public use mae ni cultural sensitivity, pronunciation, rights, ava",built_dist,PASS
B07,1,last-name-and-first-name-generator,ko,first and last name generator,generator-first-and-last-name,https://taptogen.com/ko/tools/generator-first-and-last-name/,First And Last Name Generator,First And Last Name Generator muryo,"한국어로 명확한 초안을 만들고 사용 전에 결과를 검토하세요. 게시 전에 정확성, 독창성, 호환성, 프로젝트 규칙을 확인하세요. Public use jeone originality, sensitivity, rights, availability reul hwaginhaseyo. Public use jeone cultural sensitivity, pronunciation, rights, avai",built_dist,PASS
B07,1,last-name-and-first-name-generator,ar,muwallid first and last name,muwallid-first-and-last-name,https://taptogen.com/ar/tools/muwallid-first-and-last-name/,Muwallid First And Last Name,Muwallid First And Last Name majanaan,أنشئ مسودات عربية واضحة وراجع كل نتيجة قبل استخدامها. راجع الدقة والأصالة والتوافق وقواعد المشروع قبل النشر. Tahaqqaq min alasalah walhusasiyah walhuquq waltawafur qabla alistikhdam alam. Raji alhusasiyah althaqafiyah wa,built_dist,PASS
B07,2,baby-name-generator-with-last-name,es,generador de baby name with last name,generador-baby-name-with-last-name,https://taptogen.com/es/tools/generador-baby-name-with-last-name/,Generador de Baby Name With Last Name,Generador de Baby Name With Last Name gratis,"Crea borradores claros en español y revisa cada resultado antes de usarlo. Revisa exactitud, originalidad, compatibilidad y reglas del proyecto antes de publicar. Comprueba originalidad, sensibilidad, derechos y disponib",built_dist,PASS
B07,2,baby-name-generator-with-last-name,fr,generateur de baby name with last name,generateur-baby-name-with-last-name,https://taptogen.com/fr/tools/generateur-baby-name-with-last-name/,Generateur de Baby Name With Last Name,Generateur de Baby Name With Last Name gratuit,"Créez des brouillons clairs en français et vérifiez chaque resultat avant usage. Verifiez exactitude, originalité, compatibilité et regles du projet avant publication. Verifiez originalité, sensibilite, droits et disponi",built_dist,PASS
B07,2,baby-name-generator-with-last-name,de,generator fuer baby name with last name,generator-baby-name-with-last-name,https://taptogen.com/de/tools/generator-baby-name-with-last-name/,Generator fuer Baby Name With Last Name,Generator fuer Baby Name With Last Name kostenlos,"Erstelle klare Entwürfe auf Deutsch und prüfe jedes Ergebnis vor der Nutzung. Prüfe Genauigkeit, Originalitaet, Kompatibilität und Projektregeln vor der Veroeffentlichung. Prüfe Originalitaet, Sensibilitaet, Rechte ",built_dist,PASS
B07,2,baby-name-generator-with-last-name,pt,gerador de baby name with last name,gerador-baby-name-with-last-name,https://taptogen.com/pt/tools/gerador-baby-name-with-last-name/,Gerador de Baby Name With Last Name,Gerador de Baby Name With Last Name gratis,"Crie rascunhos claros em português e revise cada resultado antes de usar. Revise precisao, originalidade, compatibilidade e regras do projeto antes de publicar. Verifique originalidade, sensibilidade, direitos e disponib",built_dist,PASS
B07,2,baby-name-generator-with-last-name,it,generatore di baby name with last name,generatore-baby-name-with-last-name,https://taptogen.com/it/tools/generatore-baby-name-with-last-name/,Generatore di Baby Name With Last Name,Generatore di Baby Name With Last Name gratis,"Crea bozze chiare in italiano e controlla ogni risultato prima di usarlo. Controlla accuratezza, originalità, compatibilità e regole del progetto prima della pubblicazione. Controlla originalità, sensibilita, diritti e d",built_dist,PASS
B07,2,baby-name-generator-with-last-name,pl,generator baby name with last name,generator-baby-name-with-last-name,https://taptogen.com/pl/tools/generator-baby-name-with-last-name/,Generator Baby Name With Last Name,Generator Baby Name With Last Name za darmo,"Twórz jasne wersje robocze po polsku i sprawdźaj wynik przed użyciem. Sprawdź dokładność, oryginalność, zgodność i zasady projektu przed publikacją. Sprawdź oryginalność, wrazliwosc, prawa i dostępność przed publicznym u",built_dist,PASS
B07,2,baby-name-generator-with-last-name,ru,generator baby name with last name,generator-baby-name-with-last-name,https://taptogen.com/ru/tools/generator-baby-name-with-last-name/,Generator Baby Name With Last Name,Generator Baby Name With Last Name besplatno,"Sozdavaite ponyatnye chernoviki na russkom i proveriaite rezultat pered ispolzovaniem. Proverte tochnost, originalnost, sovmestimost i pravila proekta pered publikatsiei. Proverte originalnost, delikatnost, prava i dostu",built_dist,PASS
B07,2,baby-name-generator-with-last-name,tr,olusturucu baby name with last name,olusturucu-baby-name-with-last-name,https://taptogen.com/tr/tools/olusturucu-baby-name-with-last-name/,Olusturucu Baby Name With Last Name,Olusturucu Baby Name With Last Name ucretsiz,"Turkce net taslaklar olusturun ve kullanmadan once sonucu kontrol edin. Yayinlamadan once dogruluk, ozgunluk, uyumluluk ve proje kurallarini kontrol edin. Halka acik kullanimdan once ozgunluk, hassasiyet, haklar ve uygun",built_dist,PASS
B07,2,baby-name-generator-with-last-name,id,generator baby name with last name,generator-baby-name-with-last-name,https://taptogen.com/id/tools/generator-baby-name-with-last-name/,Generator Baby Name With Last Name,Generator Baby Name With Last Name gratis,"Buat draf yang jelas dalam bahasa Indonesia dan tinjau hasil sebelum digunakan. Periksa akurasi, orisinalitas, kompatibilitas, dan aturan proyek sebelum menerbitkan. Periksa orisinalitas, sensitivitas, hak, dan ketersedi",built_dist,PASS
B07,2,baby-name-generator-with-last-name,sv,generator for baby name with last name,generator-baby-name-with-last-name,https://taptogen.com/sv/tools/generator-baby-name-with-last-name/,Generator for Baby Name With Last Name,Generator for Baby Name With Last Name gratis,"Skapa tydliga utkast pa svenska och granska resultatet innan du anvander det. Kontrollera noggrannhet, originalitet, kompatibilitet och projektregler fore publicering. Kontrollera originalitet, kanslighet, rattigheter oc",built_dist,PASS
B07,2,baby-name-generator-with-last-name,ms,penjana baby name with last name,penjana-baby-name-with-last-name,https://taptogen.com/ms/tools/penjana-baby-name-with-last-name/,Penjana Baby Name With Last Name,Penjana Baby Name With Last Name percuma,"Cipta draf jelas dalam Bahasa Melayu dan semak hasil sebelum digunakan. Semak ketepatan, keaslian, keserasian dan peraturan projek sebelum diterbitkan. Semak keaslian, sensitiviti, hak dan ketersediaan sebelum penggunaan",built_dist,PASS
B07,2,baby-name-generator-with-last-name,bg,generator za baby name with last name,generator-baby-name-with-last-name,https://taptogen.com/bg/tools/generator-baby-name-with-last-name/,Generator za Baby Name With Last Name,Generator za Baby Name With Last Name bezplatno,"Sazdavaite yasni cherнови na balgarski i proveriavaite rezultata predi upotreba. Proverete tochnost, originalnost, savmestimost i pravilata na proekta predi publikuvane. Proverete originalnost, chuvstvitelnost, prava i d",built_dist,PASS
B07,2,baby-name-generator-with-last-name,hi,baby name with last name generator,generator-baby-name-with-last-name,https://taptogen.com/hi/tools/generator-baby-name-with-last-name/,Baby Name With Last Name Generator,Baby Name With Last Name Generator muft,"हिंदी में साफ ड्राफ्ट बनाएं और उपयोग से पहले हर परिणाम की समीक्षा करें. प्रकाशन से पहले सटीकता, मौलिकता, संगतता और प्रोजेक्ट नियम जांचें. Public use se pehle originality, sensitivity, rights aur availability check karein",built_dist,PASS
B07,2,baby-name-generator-with-last-name,bn,baby name with last name generator,generator-baby-name-with-last-name,https://taptogen.com/bn/tools/generator-baby-name-with-last-name/,Baby Name With Last Name Generator,Baby Name With Last Name Generator free,"বাংলায় পরিষ্কার খসড়া তৈরি করুন এবং ব্যবহারের আগে ফলাফল পর্যালোচনা করুন. প্রকাশের আগে নির্ভুলতা, মৌলিকতা, সামঞ্জস্য এবং প্রকল্পের নিয়ম যাচাই করুন. Public use er age originality, sensitivity, rights ebong availability chec",built_dist,PASS
B07,2,baby-name-generator-with-last-name,ja,baby name with last name generator,generator-baby-name-with-last-name,https://taptogen.com/ja/tools/generator-baby-name-with-last-name/,Baby Name With Last Name Generator,Baby Name With Last Name Generator muryo,"日本語でわかりやすい下書きを作り、使う前に結果を確認します. 公開前に正確性、独自性、互換性、プロジェクト規則を確認してください. Koukai riyou mae ni originality, hairyo, rights, availability wo kakunin shite kudasai. Public use mae ni cultural sensitivity, pronunciation, rights, ava",built_dist,PASS
B07,2,baby-name-generator-with-last-name,ko,baby name with last name generator,generator-baby-name-with-last-name,https://taptogen.com/ko/tools/generator-baby-name-with-last-name/,Baby Name With Last Name Generator,Baby Name With Last Name Generator muryo,"한국어로 명확한 초안을 만들고 사용 전에 결과를 검토하세요. 게시 전에 정확성, 독창성, 호환성, 프로젝트 규칙을 확인하세요. Public use jeone originality, sensitivity, rights, availability reul hwaginhaseyo. Public use jeone cultural sensitivity, pronunciation, rights, avai",built_dist,PASS
B07,2,baby-name-generator-with-last-name,ar,muwallid baby name with last name,muwallid-baby-name-with-last-name,https://taptogen.com/ar/tools/muwallid-baby-name-with-last-name/,Muwallid Baby Name With Last Name,Muwallid Baby Name With Last Name majanaan,أنشئ مسودات عربية واضحة وراجع كل نتيجة قبل استخدامها. راجع الدقة والأصالة والتوافق وقواعد المشروع قبل النشر. Tahaqqaq min alasalah walhusasiyah walhuquq waltawafur qabla alistikhdam alam. Raji alhusasiyah althaqafiyah wa,built_dist,PASS
B07,3,nickname-generator-based-on-name,es,generador de nickname from name,generador-nickname-from-name,https://taptogen.com/es/tools/generador-nickname-from-name/,Generador de Nickname From Name,Generador de Nickname From Name gratis,"Crea borradores claros en español y revisa cada resultado antes de usarlo. Revisa exactitud, originalidad, compatibilidad y reglas del proyecto antes de publicar. Comprueba originalidad, sensibilidad, derechos y disponib",built_dist,PASS
B07,3,nickname-generator-based-on-name,fr,generateur de nickname from name,generateur-nickname-from-name,https://taptogen.com/fr/tools/generateur-nickname-from-name/,Generateur de Nickname From Name,Generateur de Nickname From Name gratuit,"Créez des brouillons clairs en français et vérifiez chaque resultat avant usage. Verifiez exactitude, originalité, compatibilité et regles du projet avant publication. Verifiez originalité, sensibilite, droits et disponi",built_dist,PASS
B07,3,nickname-generator-based-on-name,de,generator fuer nickname from name,generator-nickname-from-name,https://taptogen.com/de/tools/generator-nickname-from-name/,Generator fuer Nickname From Name,Generator fuer Nickname From Name kostenlos,"Erstelle klare Entwürfe auf Deutsch und prüfe jedes Ergebnis vor der Nutzung. Prüfe Genauigkeit, Originalitaet, Kompatibilität und Projektregeln vor der Veroeffentlichung. Prüfe Originalitaet, Sensibilitaet, Rechte ",built_dist,PASS
B07,3,nickname-generator-based-on-name,pt,gerador de nickname from name,gerador-nickname-from-name,https://taptogen.com/pt/tools/gerador-nickname-from-name/,Gerador de Nickname From Name,Gerador de Nickname From Name gratis,"Crie rascunhos claros em português e revise cada resultado antes de usar. Revise precisao, originalidade, compatibilidade e regras do projeto antes de publicar. Verifique originalidade, sensibilidade, direitos e disponib",built_dist,PASS
B07,3,nickname-generator-based-on-name,it,generatore di nickname from name,generatore-nickname-from-name,https://taptogen.com/it/tools/generatore-nickname-from-name/,Generatore di Nickname From Name,Generatore di Nickname From Name gratis,"Crea bozze chiare in italiano e controlla ogni risultato prima di usarlo. Controlla accuratezza, originalità, compatibilità e regole del progetto prima della pubblicazione. Controlla originalità, sensibilita, diritti e d",built_dist,PASS
B07,3,nickname-generator-based-on-name,pl,generator nickname from name,generator-nickname-from-name,https://taptogen.com/pl/tools/generator-nickname-from-name/,Generator Nickname From Name,Generator Nickname From Name za darmo,"Twórz jasne wersje robocze po polsku i sprawdźaj wynik przed użyciem. Sprawdź dokładność, oryginalność, zgodność i zasady projektu przed publikacją. Sprawdź oryginalność, wrazliwosc, prawa i dostępność przed publicznym u",built_dist,PASS
B07,3,nickname-generator-based-on-name,ru,generator nickname from name,generator-nickname-from-name,https://taptogen.com/ru/tools/generator-nickname-from-name/,Generator Nickname From Name,Generator Nickname From Name besplatno,"Sozdavaite ponyatnye chernoviki na russkom i proveriaite rezultat pered ispolzovaniem. Proverte tochnost, originalnost, sovmestimost i pravila proekta pered publikatsiei. Proverte originalnost, delikatnost, prava i dostu",built_dist,PASS
B07,3,nickname-generator-based-on-name,tr,olusturucu nickname from name,olusturucu-nickname-from-name,https://taptogen.com/tr/tools/olusturucu-nickname-from-name/,Olusturucu Nickname From Name,Olusturucu Nickname From Name ucretsiz,"Turkce net taslaklar olusturun ve kullanmadan once sonucu kontrol edin. Yayinlamadan once dogruluk, ozgunluk, uyumluluk ve proje kurallarini kontrol edin. Halka acik kullanimdan once ozgunluk, hassasiyet, haklar ve uygun",built_dist,PASS
B07,3,nickname-generator-based-on-name,id,generator nickname from name,generator-nickname-from-name,https://taptogen.com/id/tools/generator-nickname-from-name/,Generator Nickname From Name,Generator Nickname From Name gratis,"Buat draf yang jelas dalam bahasa Indonesia dan tinjau hasil sebelum digunakan. Periksa akurasi, orisinalitas, kompatibilitas, dan aturan proyek sebelum menerbitkan. Periksa orisinalitas, sensitivitas, hak, dan ketersedi",built_dist,PASS
B07,3,nickname-generator-based-on-name,sv,generator for nickname from name,generator-nickname-from-name,https://taptogen.com/sv/tools/generator-nickname-from-name/,Generator for Nickname From Name,Generator for Nickname From Name gratis,"Skapa tydliga utkast pa svenska och granska resultatet innan du anvander det. Kontrollera noggrannhet, originalitet, kompatibilitet och projektregler fore publicering. Kontrollera originalitet, kanslighet, rattigheter oc",built_dist,PASS
B07,3,nickname-generator-based-on-name,ms,penjana nickname from name,penjana-nickname-from-name,https://taptogen.com/ms/tools/penjana-nickname-from-name/,Penjana Nickname From Name,Penjana Nickname From Name percuma,"Cipta draf jelas dalam Bahasa Melayu dan semak hasil sebelum digunakan. Semak ketepatan, keaslian, keserasian dan peraturan projek sebelum diterbitkan. Semak keaslian, sensitiviti, hak dan ketersediaan sebelum penggunaan",built_dist,PASS
B07,3,nickname-generator-based-on-name,bg,generator za nickname from name,generator-nickname-from-name,https://taptogen.com/bg/tools/generator-nickname-from-name/,Generator za Nickname From Name,Generator za Nickname From Name bezplatno,"Sazdavaite yasni cherнови na balgarski i proveriavaite rezultata predi upotreba. Proverete tochnost, originalnost, savmestimost i pravilata na proekta predi publikuvane. Proverete originalnost, chuvstvitelnost, prava i d",built_dist,PASS
B07,3,nickname-generator-based-on-name,hi,nickname from name generator,generator-nickname-from-name,https://taptogen.com/hi/tools/generator-nickname-from-name/,Nickname From Name Generator,Nickname From Name Generator muft,"हिंदी में साफ ड्राफ्ट बनाएं और उपयोग से पहले हर परिणाम की समीक्षा करें. प्रकाशन से पहले सटीकता, मौलिकता, संगतता और प्रोजेक्ट नियम जांचें. Public use se pehle originality, sensitivity, rights aur availability check karein",built_dist,PASS
B07,3,nickname-generator-based-on-name,bn,nickname from name generator,generator-nickname-from-name,https://taptogen.com/bn/tools/generator-nickname-from-name/,Nickname From Name Generator,Nickname From Name Generator free,"বাংলায় পরিষ্কার খসড়া তৈরি করুন এবং ব্যবহারের আগে ফলাফল পর্যালোচনা করুন. প্রকাশের আগে নির্ভুলতা, মৌলিকতা, সামঞ্জস্য এবং প্রকল্পের নিয়ম যাচাই করুন. Public use er age originality, sensitivity, rights ebong availability chec",built_dist,PASS
B07,3,nickname-generator-based-on-name,ja,nickname from name generator,generator-nickname-from-name,https://taptogen.com/ja/tools/generator-nickname-from-name/,Nickname From Name Generator,Nickname From Name Generator muryo,"日本語でわかりやすい下書きを作り、使う前に結果を確認します. 公開前に正確性、独自性、互換性、プロジェクト規則を確認してください. Koukai riyou mae ni originality, hairyo, rights, availability wo kakunin shite kudasai. Public use mae ni cultural sensitivity, pronunciation, rights, ava",built_dist,PASS
B07,3,nickname-generator-based-on-name,ko,nickname from name generator,generator-nickname-from-name,https://taptogen.com/ko/tools/generator-nickname-from-name/,Nickname From Name Generator,Nickname From Name Generator muryo,"한국어로 명확한 초안을 만들고 사용 전에 결과를 검토하세요. 게시 전에 정확성, 독창성, 호환성, 프로젝트 규칙을 확인하세요. Public use jeone originality, sensitivity, rights, availability reul hwaginhaseyo. Public use jeone cultural sensitivity, pronunciation, rights, avai",built_dist,PASS
B07,3,nickname-generator-based-on-name,ar,muwallid nickname from name,muwallid-nickname-from-name,https://taptogen.com/ar/tools/muwallid-nickname-from-name/,Muwallid Nickname From Name,Muwallid Nickname From Name majanaan,أنشئ مسودات عربية واضحة وراجع كل نتيجة قبل استخدامها. راجع الدقة والأصالة والتوافق وقواعد المشروع قبل النشر. Tahaqqaq min alasalah walhusasiyah walhuquq waltawafur qabla alistikhdam alam. Raji alhusasiyah althaqafiyah wa,built_dist,PASS
B07,4,phonetic-spelling-of-name-generator,es,generador de phonetic spelling,generador-phonetic-spelling,https://taptogen.com/es/tools/generador-phonetic-spelling/,Generador de Phonetic Spelling,Generador de Phonetic Spelling gratis,"Crea borradores claros en español y revisa cada resultado antes de usarlo. Revisa exactitud, originalidad, compatibilidad y reglas del proyecto antes de publicar. Usalo como ayuda práctica y confirma el resultado con tus",built_dist,PASS
B07,4,phonetic-spelling-of-name-generator,fr,generateur de phonetic spelling,generateur-phonetic-spelling,https://taptogen.com/fr/tools/generateur-phonetic-spelling/,Generateur de Phonetic Spelling,Generateur de Phonetic Spelling gratuit,"Créez des brouillons clairs en français et vérifiez chaque resultat avant usage. Verifiez exactitude, originalité, compatibilité et regles du projet avant publication. Utilisez-le comme aide pratique et confirmez le resu",built_dist,PASS
B07,4,phonetic-spelling-of-name-generator,de,generator fuer phonetic spelling,generator-phonetic-spelling,https://taptogen.com/de/tools/generator-phonetic-spelling/,Generator fuer Phonetic Spelling,Generator fuer Phonetic Spelling kostenlos,"Erstelle klare Entwürfe auf Deutsch und prüfe jedes Ergebnis vor der Nutzung. Prüfe Genauigkeit, Originalitaet, Kompatibilität und Projektregeln vor der Veroeffentlichung. Nutze es als praktische Hilfe und bestaetige",built_dist,PASS
B07,4,phonetic-spelling-of-name-generator,pt,gerador de phonetic spelling,gerador-phonetic-spelling,https://taptogen.com/pt/tools/gerador-phonetic-spelling/,Gerador de Phonetic Spelling,Gerador de Phonetic Spelling gratis,"Crie rascunhos claros em português e revise cada resultado antes de usar. Revise precisao, originalidade, compatibilidade e regras do projeto antes de publicar. Use como apoio prático e confirme o resultado com suas prop",built_dist,PASS
B07,4,phonetic-spelling-of-name-generator,it,generatore di phonetic spelling,generatore-phonetic-spelling,https://taptogen.com/it/tools/generatore-phonetic-spelling/,Generatore di Phonetic Spelling,Generatore di Phonetic Spelling gratis,"Crea bozze chiare in italiano e controlla ogni risultato prima di usarlo. Controlla accuratezza, originalità, compatibilità e regole del progetto prima della pubblicazione. Usalo come supporto pratico e conferma il risul",built_dist,PASS
B07,4,phonetic-spelling-of-name-generator,pl,generator phonetic spelling,generator-phonetic-spelling,https://taptogen.com/pl/tools/generator-phonetic-spelling/,Generator Phonetic Spelling,Generator Phonetic Spelling za darmo,"Twórz jasne wersje robocze po polsku i sprawdźaj wynik przed użyciem. Sprawdź dokładność, oryginalność, zgodność i zasady projektu przed publikacją. Traktuj jako praktyczna pomoc i potwierdz wynik wlasnymi zasadami lub z",built_dist,PASS
B07,4,phonetic-spelling-of-name-generator,ru,generator phonetic spelling,generator-phonetic-spelling,https://taptogen.com/ru/tools/generator-phonetic-spelling/,Generator Phonetic Spelling,Generator Phonetic Spelling besplatno,"Sozdavaite ponyatnye chernoviki na russkom i proveriaite rezultat pered ispolzovaniem. Proverte tochnost, originalnost, sovmestimost i pravila proekta pered publikatsiei. Ispolzuyte kak prakticheskuyu pomoshch i proveria",built_dist,PASS
B07,4,phonetic-spelling-of-name-generator,tr,olusturucu phonetic spelling,olusturucu-phonetic-spelling,https://taptogen.com/tr/tools/olusturucu-phonetic-spelling/,Olusturucu Phonetic Spelling,Olusturucu Phonetic Spelling ucretsiz,"Turkce net taslaklar olusturun ve kullanmadan once sonucu kontrol edin. Yayinlamadan once dogruluk, ozgunluk, uyumluluk ve proje kurallarini kontrol edin. Pratik destek olarak kullanin ve sonucu kendi kurallariniz ya da ",built_dist,PASS
B07,4,phonetic-spelling-of-name-generator,id,generator phonetic spelling,generator-phonetic-spelling,https://taptogen.com/id/tools/generator-phonetic-spelling/,Generator Phonetic Spelling,Generator Phonetic Spelling gratis,"Buat draf yang jelas dalam bahasa Indonesia dan tinjau hasil sebelum digunakan. Periksa akurasi, orisinalitas, kompatibilitas, dan aturan proyek sebelum menerbitkan. Gunakan sebagai bantuan praktis dan konfirmasi hasil d",built_dist,PASS
B07,4,phonetic-spelling-of-name-generator,sv,generator for phonetic spelling,generator-phonetic-spelling,https://taptogen.com/sv/tools/generator-phonetic-spelling/,Generator for Phonetic Spelling,Generator for Phonetic Spelling gratis,"Skapa tydliga utkast pa svenska och granska resultatet innan du anvander det. Kontrollera noggrannhet, originalitet, kompatibilitet och projektregler fore publicering. Anvand som praktiskt stod och bekrafta resultatet me",built_dist,PASS
B07,4,phonetic-spelling-of-name-generator,ms,penjana phonetic spelling,penjana-phonetic-spelling,https://taptogen.com/ms/tools/penjana-phonetic-spelling/,Penjana Phonetic Spelling,Penjana Phonetic Spelling percuma,"Cipta draf jelas dalam Bahasa Melayu dan semak hasil sebelum digunakan. Semak ketepatan, keaslian, keserasian dan peraturan projek sebelum diterbitkan. Guna sebagai bantuan praktikal dan sahkan hasil dengan peraturan ata",built_dist,PASS
B07,4,phonetic-spelling-of-name-generator,bg,generator za phonetic spelling,generator-phonetic-spelling,https://taptogen.com/bg/tools/generator-phonetic-spelling/,Generator za Phonetic Spelling,Generator za Phonetic Spelling bezplatno,"Sazdavaite yasni cherнови na balgarski i proveriavaite rezultata predi upotreba. Proverete tochnost, originalnost, savmestimost i pravilata na proekta predi publikuvane. Izpolzvaite kato prakticheska pomosht i potvardete",built_dist,PASS
