"rank","slug","tool_name","category","index_priority","current_faq_count","issue","recommended_faq_count","content_priority","suggested_unique_faq_topics","selection_reason"
"11","business-card-generator","Business Card Generator","Other","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Business Card Generator outputs for naming, selling, or business documentation workflows | How to refine business card generator results for a specific audience or offer | Business Card Generator review steps for originality, accuracy, and commercial use","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"12","business-name-generator","Business Name Generator","Business & Brand Generators","low","1","Only one visible FAQ item; add more unique questions before stronger indexing.","3","high","Business Name Generator outputs for naming, selling, or business documentation workflows | How to refine business name generator results for a specific audience or offer | Business Name Generator review steps for originality, accuracy, and commercial use","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"13","cafe-name-generator","Cafe Name Generator","Business & Brand Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Cafe Name Generator outputs for naming, selling, or business documentation workflows | How to refine cafe name generator results for a specific audience or offer | Cafe Name Generator review steps for originality, accuracy, and commercial use","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"14","call-to-action-generator","Call to Action Generator","AI Text & Writing Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Call to Action Generator character compatibility and where the generated text works best | Copy-paste limits for call to action generator output across bios, headings, and documents | Call to Action Generator style selection tips","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"15","canonical-tag-generator","Canonical Tag Generator","SEO & Marketing Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Canonical Tag Generator search-result or crawler use cases for real websites | What input details improve canonical tag generator output quality | Canonical Tag Generator validation checks before publishing generated SEO code or copy","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"16","character-prompt-generator","Character Prompt Generator","Creative & Story Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Character Prompt Generator naming style, genre fit, and originality checks | How to adapt character prompt generator results for stories, games, or RPG notes | Character Prompt Generator sensitivity and brand-safe use guidance for fictional projects","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"17","clothing-tag-generator","Clothing Tag Generator","Utility Generators","low","1","Only one visible FAQ item; add more unique questions before stronger indexing.","3","high","Clothing Tag Generator platform-fit guidance without copying restricted or misleading claims | How to tune clothing tag generator output for tone, niche, and audience intent | Clothing Tag Generator copy length, readability, and hashtag/tag relevance checks","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"18","coffee-shop-name-generator","Coffee Shop Name Generator","Business & Brand Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Coffee Shop Name Generator outputs for naming, selling, or business documentation workflows | How to refine coffee shop name generator results for a specific audience or offer | Coffee Shop Name Generator review steps for originality, accuracy, and commercial use","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"19","cold-email-generator","Cold Email Generator","AI Text & Writing Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Cold Email Generator character compatibility and where the generated text works best | Copy-paste limits for cold email generator output across bios, headings, and documents | Cold Email Generator style selection tips","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"20","color-name-generator","Color Name Generator","Developer & Web Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Color Name Generator developer workflow examples and safe test-data use | How to validate color name generator output before adding it to a project | Color Name Generator formatting, escaping, and compatibility notes","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"21","color-palette-generator","Color Palette Generator","Developer & Web Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Color Palette Generator developer workflow examples and safe test-data use | How to validate color palette generator output before adding it to a project | Color Palette Generator formatting, escaping, and compatibility notes","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"22","content-brief-generator","Content Brief Generator","AI Text & Writing Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Content Brief Generator character compatibility and where the generated text works best | Copy-paste limits for content brief generator output across bios, headings, and documents | Content Brief Generator style selection tips","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"23","cover-letter-generator","Cover Letter Generator","AI Text & Writing Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Cover Letter Generator character compatibility and where the generated text works best | Copy-paste limits for cover letter generator output across bios, headings, and documents | Cover Letter Generator style selection tips","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"24","cron-expression-generator","Cron Expression Generator","Developer & Web Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Cron Expression Generator developer workflow examples and safe test-data use | How to validate cron expression generator output before adding it to a project | Cron Expression Generator formatting, escaping, and compatibility notes","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"25","css-button-generator","CSS Button Generator","Developer & Web Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","CSS Button Generator developer workflow examples and safe test-data use | How to validate css button generator output before adding it to a project | CSS Button Generator formatting, escaping, and compatibility notes","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"26","css-code-generator","CSS Code Generator","Other","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","CSS Code Generator developer workflow examples and safe test-data use | How to validate css code generator output before adding it to a project | CSS Code Generator formatting, escaping, and compatibility notes","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"27","css-grid-generator","CSS Grid Generator","Developer & Web Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","CSS Grid Generator developer workflow examples and safe test-data use | How to validate css grid generator output before adding it to a project | CSS Grid Generator formatting, escaping, and compatibility notes","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"28","customer-persona-generator","Customer Persona Generator","Business & Brand Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Customer Persona Generator outputs for naming, selling, or business documentation workflows | How to refine customer persona generator results for a specific audience or offer | Customer Persona Generator review steps for originality, accuracy, and commercial use","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"29","dialogue-tag-generator","Dialogue Tag Generator","AI Text & Writing Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Dialogue Tag Generator character compatibility and where the generated text works best | Copy-paste limits for dialogue tag generator output across bios, headings, and documents | Dialogue Tag Generator style selection tips","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
"30","domain-name-generator","Domain Name Generator","Business & Brand Generators","low","0","No visible FAQ items; FAQ schema is absent and the page lacks tool-specific Q&A.","3","high","Domain Name Generator outputs for naming, selling, or business documentation workflows | How to refine domain name generator results for a specific audience or offer | Domain Name Generator review steps for originality, accuracy, and commercial use","selected for pass 1 because it is weak-FAQ, non-noindex, low policy risk, and has commercial/utility/search value"
