batch,position,slug,name,metadata_fix,faq_fix,relatedSlugs_fix,duplicate_slug_check,broken_relatedSlugs_check,rendered_index_follow,canonical_check,noindexToolSlugs_unchanged,active_tools_count,indexable_in_sitemap,noindex_in_sitemap
8,28,random-text-generator,Random Text Generator,title 48; description 134,3 useful FAQs,random-phrase-generator|sentence-generator|paragraph-generator|gibberish-generator,pass,pass,pass,pass,pass,430,379,0
8,29,discord-timestamp-generator,Discord Timestamp Generator,title 58; description 140,3 useful FAQs,cron-expression-generator|discord-name-generator|random-number-generator|uuid-generator,pass,pass,pass,pass,pass,430,379,0
8,30,gibberish-generator,Gibberish Generator,title 46; description 132,3 useful FAQs,random-text-generator|leet-text-generator|fake-text-generator|random-phrase-generator,pass,pass,pass,pass,pass,430,379,0
8,31,couple-name-generator,Couple Name Generator,title 43; description 134,3 useful FAQs,name-combination-generator|nickname-generator|baby-name-generator|sibling-name-generator,pass,pass,pass,pass,pass,430,379,0
8,32,tiefling-name-generator,Tiefling Name Generator,title 45; description 136,3 useful FAQs,fantasy-name-generator|dnd-name-generator|demon-name-generator|character-name-generator,pass,pass,pass,pass,pass,430,379,0
8,33,school-name-generator,School Name Generator,title 43; description 134,3 useful FAQs,college-name-generator|business-name-generator|project-name-generator|team-name-generator,pass,pass,pass,pass,pass,430,379,0
8,34,street-name-generator,Street Name Generator,title 43; description 134,3 useful FAQs,city-name-generator|town-name-generator|restaurant-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
8,35,book-club-name-generator,Book Club Name Generator,title 46; description 137,3 useful FAQs,book-name-generator|club-name-generator|event-name-generator|newsletter-name-generator,pass,pass,pass,pass,pass,430,379,0
8,36,pinterest-tag-generator,Pinterest Tag Generator,title 54; description 136,3 useful FAQs,hashtag-generator|youtube-tag-generator|etsy-tag-generator|seo-title-generator,pass,pass,pass,pass,pass,430,379,0
8,37,error-message-generator,Error Message Generator,title 50; description 136,3 useful FAQs,html-code-generator|css-code-generator|json-formatter|regex-generator,pass,pass,pass,pass,pass,430,379,0
8,38,cipher-generator,Cipher Generator,title 55; description 129,3 useful FAQs,hash-generator|morse-code-generator|text-to-binary-generator|random-id-generator,pass,pass,pass,pass,pass,430,379,0
8,39,tavern-name-generator,Tavern Name Generator,title 43; description 134,3 useful FAQs,fantasy-name-generator|dungeon-name-generator|town-name-generator|restaurant-name-generator,pass,pass,pass,pass,pass,430,379,0
8,40,cat-name-generator,Cat Name Generator,title 40; description 131,3 useful FAQs,pet-name-generator|dog-name-generator|horse-name-generator|funny-name-generator,pass,pass,pass,pass,pass,430,379,0
8,41,horse-name-generator,Horse Name Generator,title 42; description 133,3 useful FAQs,pet-name-generator|cat-name-generator|racehorse-name-generator|fantasy-name-generator,pass,pass,pass,pass,pass,430,379,0
8,42,snapchat-name-generator,Snapchat Name Generator,title 45; description 136,3 useful FAQs,username-generator|display-name-generator|nickname-generator|bio-generator,pass,pass,pass,pass,pass,430,379,0
8,43,hex-color-generator,Hex Color Generator,title 51; description 132,3 useful FAQs,color-palette-generator|rgb-generator|color-name-generator|gradient-generator,pass,pass,pass,pass,pass,430,379,0
8,44,ai-prompt-generator,AI Prompt Generator,title 55; description 132,3 useful FAQs,writing-prompt-generator|midjourney-prompt-generator|video-prompt-generator|productivity-prompt-generator,pass,pass,pass,pass,pass,430,379,0
8,45,passphrase-generator,Passphrase Generator,title 58; description 133,3 useful FAQs,random-id-generator|uuid-generator|short-code-generator|name-generator,pass,pass,pass,pass,pass,430,379,0
8,46,truth-or-dare-generator,Truth or Dare Generator,title 50; description 136,3 useful FAQs,would-you-rather-generator|random-question-generator|icebreaker-generator|wheel-spinner-generator,pass,pass,pass,pass,pass,430,379,0
8,47,joke-generator,Joke Generator,title 41; description 127,3 useful FAQs,riddle-generator|compliment-generator|icebreaker-generator|random-question-generator,pass,pass,pass,pass,pass,430,379,0
8,48,email-signature-generator,Email Signature Generator,title 59; description 138,3 useful FAQs,cold-email-generator|sales-email-generator|follow-up-email-generator|business-card-generator,pass,pass,pass,pass,pass,430,379,0
8,49,gradient-generator,CSS Gradient Generator,title 54; description 135,3 useful FAQs,color-palette-generator|hex-color-generator|css-button-generator|box-shadow-generator,pass,pass,pass,pass,pass,430,379,0
8,50,font-pairing-generator,Font Pairing Generator,title 54; description 135,3 useful FAQs,css-button-generator|color-palette-generator|logo-generator|brand-kit-generator,pass,pass,pass,pass,pass,430,379,0
