position,slug,name,metadata,intro,below_tool_content,faqs,relatedSlugs,safety,duplicate_slugs_check,broken_relatedSlugs_check,rendered_index_follow,canonical_check,noindexToolSlugs_unchanged,remaining_issues
18,bibliography-generator,Bibliography Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,citation-generator|research-question-generator|essay-topic-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
19,book-club-name-generator,Book Club Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,club-name-generator|book-name-generator|event-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
20,book-name-generator,Book Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,story-name-generator|album-name-generator|movie-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
21,business-card-generator,Business Card Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,letterhead-generator|logo-generator|brand-kit-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
22,cat-name-generator,Cat Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,pet-name-generator|dog-name-generator|name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
23,channel-name-generator,Channel Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,podcast-name-generator|username-generator|youtube-tag-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
24,character-backstory-generator,Character Backstory Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,character-name-generator|writing-prompt-generator|story-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
25,character-name-generator,Character Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,fantasy-name-generator|dnd-name-generator|story-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
26,cipher-generator,Cipher Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,hash-generator|morse-code-generator|text-to-binary-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
27,citation-generator,Citation Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,bibliography-generator|research-question-generator|essay-topic-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
28,city-name-generator,City Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,town-name-generator|street-name-generator|restaurant-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
29,coin-flip,Coin Flip Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,dice-roller|random-number-generator|wheel-spinner-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
30,college-name-generator,College Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,school-name-generator|club-name-generator|event-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
31,compliment-generator,Compliment Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,bio-generator|random-number-generator|coin-flip,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
32,content-calendar-generator,Content Calendar Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,blog-outline-generator|hashtag-generator|meta-tag-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
33,cool-text-generator,Cool Text Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,fancy-text-generator|bold-text-generator|cute-text-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
34,corporate-speak-generator,Corporate Speak Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,email-subject-generator|proposal-generator|random-number-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
35,couple-name-generator,Couple Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,ship-name-generator|nickname-generator|name-combination-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
36,coupon-code-generator,Coupon Code Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,short-code-generator|random-id-generator|business-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
37,creepy-text-generator,Creepy Text Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,glitch-text-generator|fancy-text-generator|bold-text-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
38,css-code-generator,CSS Code Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,html-code-generator|css-button-generator|box-shadow-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
39,demon-name-generator,Demon Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,monster-name-generator|villain-name-generator|fantasy-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
40,dice-roller,Dice Roller,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,coin-flip|random-number-generator|wheel-spinner-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
41,diner-name-generator,Diner Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,restaurant-name-generator|cafe-name-generator|coffee-shop-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
42,discord-name-generator,Discord Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,username-generator|gaming-name-generator|clan-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
43,discord-timestamp-generator,Discord Timestamp Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,uuid-generator|slug-generator|hash-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
44,dog-name-generator,Dog Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,pet-name-generator|cat-name-generator|horse-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
45,dragon-name-generator,Dragon Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,monster-name-generator|fantasy-name-generator|dnd-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
46,dragonborn-name-generator,Dragonborn Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,dnd-name-generator|dragon-name-generator|fantasy-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
47,dummy-data-generator,Dummy Data Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,random-id-generator|json-formatter|mock-api-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
48,dungeon-name-generator,Dungeon Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,dungeon-generator|dnd-name-generator|fantasy-map-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
49,dwarf-name-generator,Dwarf Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,gnome-name-generator|fantasy-name-generator|dnd-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
50,elf-name-generator,Elf Name Generator,updated meta title and description,updated tagline and intro description,added intent-specific how-to and tips,added three specific FAQs,fantasy-name-generator|fairy-name-generator|dnd-name-generator,indexing unchanged; no guarantees added,pass,pass,pass,pass,pass,none from structural validation
