"canonicalToolId","language","localizedPath","primaryKeyword","localizedSlug","h1","qualityStatus","qualityNotes","technicalStatus","technicalNotes"
"brand-kit-generator","ru","/ru/tools/generator-brend-kita/","генератор бренд-кита","generator-brend-kita","Генератор бренд-кита","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"brand-kit-generator","tr","/tr/tools/marka-kiti-olusturucu/","marka kiti oluşturucu","marka-kiti-olusturucu","Marka kiti oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"brand-kit-generator","id","/id/tools/generator-brand-kit/","generator brand kit","generator-brand-kit","Generator brand kit","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"slogan-generator","ru","/ru/tools/generator-sloganov/","генератор слоганов","generator-sloganov","Генератор слоганов","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"slogan-generator","tr","/tr/tools/slogan-olusturucu/","slogan oluşturucu","slogan-olusturucu","Slogan oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"slogan-generator","id","/id/tools/generator-slogan/","generator slogan","generator-slogan","Generator slogan","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"tagline-generator","ru","/ru/tools/generator-teglaynov/","генератор теглайнов","generator-teglaynov","Генератор теглайнов","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"tagline-generator","tr","/tr/tools/tagline-olusturucu/","tagline oluşturucu","tagline-olusturucu","Tagline oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"tagline-generator","id","/id/tools/generator-tagline/","generator tagline","generator-tagline","Generator tagline","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"blog-name-generator","ru","/ru/tools/generator-nazvaniy-blogov/","генератор названий блогов","generator-nazvaniy-blogov","Генератор названий блогов","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"blog-name-generator","tr","/tr/tools/blog-adi-olusturucu/","blog adı oluşturucu","blog-adi-olusturucu","Blog adı oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"blog-name-generator","id","/id/tools/generator-nama-blog/","generator nama blog","generator-nama-blog","Generator nama blog","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"podcast-name-generator","ru","/ru/tools/generator-nazvaniy-podkastov/","генератор названий подкастов","generator-nazvaniy-podkastov","Генератор названий подкастов","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"podcast-name-generator","tr","/tr/tools/podcast-adi-olusturucu/","podcast adı oluşturucu","podcast-adi-olusturucu","Podcast adı oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"podcast-name-generator","id","/id/tools/generator-nama-podcast/","generator nama podcast","generator-nama-podcast","Generator nama podcast","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"youtube-tag-generator","ru","/ru/tools/generator-tegov-dlya-video/","генератор тегов для видео","generator-tegov-dlya-video","Генератор тегов для видео","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"youtube-tag-generator","tr","/tr/tools/video-etiketi-olusturucu/","video etiketi oluşturucu","video-etiketi-olusturucu","Video etiketi oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"youtube-tag-generator","id","/id/tools/generator-tag-video/","generator tag video","generator-tag-video","Generator tag video","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"hashtag-generator","ru","/ru/tools/generator-heshtegov/","генератор хэштегов","generator-heshtegov","Генератор хэштегов","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"hashtag-generator","tr","/tr/tools/hashtag-olusturucu/","hashtag oluşturucu","hashtag-olusturucu","Hashtag oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"hashtag-generator","id","/id/tools/generator-hashtag/","generator hashtag","generator-hashtag","Generator hashtag","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"keyword-generator","ru","/ru/tools/generator-klyuchevyh-slov/","генератор ключевых слов","generator-klyuchevyh-slov","Генератор ключевых слов","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"keyword-generator","tr","/tr/tools/anahtar-kelime-olusturucu/","anahtar kelime oluşturucu","anahtar-kelime-olusturucu","Anahtar kelime oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"keyword-generator","id","/id/tools/generator-kata-kunci/","generator kata kunci","generator-kata-kunci","Generator kata kunci","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"meta-tag-generator","ru","/ru/tools/generator-meta-tegov/","генератор мета тегов","generator-meta-tegov","Генератор мета тегов","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"meta-tag-generator","tr","/tr/tools/meta-tag-olusturucu/","meta tag oluşturucu","meta-tag-olusturucu","Meta tag oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"meta-tag-generator","id","/id/tools/generator-meta-tag/","generator meta tag","generator-meta-tag","Generator meta tag","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"meta-description-generator","ru","/ru/tools/generator-meta-opisaniy/","генератор метаописаний","generator-meta-opisaniy","Генератор метаописаний","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"meta-description-generator","tr","/tr/tools/meta-description-olusturucu/","meta description oluşturucu","meta-description-olusturucu","Meta description oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"meta-description-generator","id","/id/tools/generator-meta-description/","generator meta description","generator-meta-description","Generator meta description","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"seo-title-generator","ru","/ru/tools/generator-seo-zagolovkov/","генератор SEO заголовков","generator-seo-zagolovkov","Генератор SEO заголовков","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"seo-title-generator","tr","/tr/tools/seo-baslik-olusturucu/","SEO başlık oluşturucu","seo-baslik-olusturucu","SEO başlık oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"seo-title-generator","id","/id/tools/generator-judul-seo/","generator judul SEO","generator-judul-seo","Generator judul SEO","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"faq-generator","ru","/ru/tools/generator-faq/","генератор FAQ","generator-faq","Генератор FAQ","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"faq-generator","tr","/tr/tools/sss-olusturucu/","SSS oluşturucu","sss-olusturucu","SSS oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"faq-generator","id","/id/tools/generator-faq/","generator FAQ","generator-faq","Generator FAQ","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"canonical-tag-generator","ru","/ru/tools/generator-kanonicheskogo-tega/","генератор канонического тега","generator-kanonicheskogo-tega","Генератор канонического тега","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"canonical-tag-generator","tr","/tr/tools/canonical-tag-olusturucu/","canonical tag oluşturucu","canonical-tag-olusturucu","Canonical tag oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"canonical-tag-generator","id","/id/tools/generator-tag-canonical/","generator tag canonical","generator-tag-canonical","Generator tag canonical","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"robots-txt-generator","ru","/ru/tools/generator-robots-txt/","генератор robots.txt","generator-robots-txt","Генератор robots.txt","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"robots-txt-generator","tr","/tr/tools/robots-txt-olusturucu/","robots.txt oluşturucu","robots-txt-olusturucu","Robots.txt oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"robots-txt-generator","id","/id/tools/generator-robots-txt/","generator robots.txt","generator-robots-txt","Generator robots.txt","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"open-graph-generator","ru","/ru/tools/generator-open-graph/","генератор Open Graph","generator-open-graph","Генератор Open Graph","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"open-graph-generator","tr","/tr/tools/open-graph-olusturucu/","Open Graph oluşturucu","open-graph-olusturucu","Open Graph oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"open-graph-generator","id","/id/tools/generator-open-graph/","generator Open Graph","generator-open-graph","Generator Open Graph","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"fancy-text-generator","ru","/ru/tools/generator-krasivogo-teksta/","генератор красивого текста","generator-krasivogo-teksta","Генератор красивого текста","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"fancy-text-generator","tr","/tr/tools/sekilli-yazi-olusturucu/","şekilli yazı oluşturucu","sekilli-yazi-olusturucu","Şekilli yazı oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"fancy-text-generator","id","/id/tools/generator-teks-keren/","generator teks keren","generator-teks-keren","Generator teks keren","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"bold-text-generator","ru","/ru/tools/generator-zhirnogo-teksta/","генератор жирного текста","generator-zhirnogo-teksta","Генератор жирного текста","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"bold-text-generator","tr","/tr/tools/kalin-yazi-olusturucu/","kalın yazı oluşturucu","kalin-yazi-olusturucu","Kalın yazı oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"bold-text-generator","id","/id/tools/generator-teks-tebal/","generator teks tebal","generator-teks-tebal","Generator teks tebal","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"cursive-text-generator","ru","/ru/tools/generator-kursivnogo-teksta/","генератор курсивного текста","generator-kursivnogo-teksta","Генератор курсивного текста","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"cursive-text-generator","tr","/tr/tools/el-yazisi-metin-olusturucu/","el yazısı metin oluşturucu","el-yazisi-metin-olusturucu","El yazısı metin oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"cursive-text-generator","id","/id/tools/generator-teks-kursif/","generator teks kursif","generator-teks-kursif","Generator teks kursif","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"italic-text-generator","ru","/ru/tools/generator-teksta-kursivom/","генератор текста курсивом","generator-teksta-kursivom","Генератор текста курсивом","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"italic-text-generator","tr","/tr/tools/italik-yazi-olusturucu/","italik yazı oluşturucu","italik-yazi-olusturucu","İtalik yazı oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"italic-text-generator","id","/id/tools/generator-teks-italic/","generator teks italic","generator-teks-italic","Generator teks italic","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"small-text-generator","ru","/ru/tools/generator-malenkogo-teksta/","генератор маленького текста","generator-malenkogo-teksta","Генератор маленького текста","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"small-text-generator","tr","/tr/tools/kucuk-yazi-olusturucu/","küçük yazı oluşturucu","kucuk-yazi-olusturucu","Küçük yazı oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"small-text-generator","id","/id/tools/generator-teks-kecil/","generator teks kecil","generator-teks-kecil","Generator teks kecil","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
