position,slug,name,metadata,intro,below_tool_content,faqs,relatedSlugs,safety,duplicate_slugs_check,broken_relatedSlugs_check,rendered_index_follow,canonical_check,noindexToolSlugs_unchanged,remaining_issues
11,name-generator,Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,fantasy-name-generator|character-name-generator|business-name-generator|baby-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
12,name-pronunciation-generator,Name Pronunciation Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,ipa-generator|phonetic-spelling-of-name-generator|name-generator|word-counter,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
13,newspaper-name-generator,Newspaper Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,newsletter-name-generator|blog-name-generator|title-name-generator|brand-kit-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
14,papyrus-generator,Papyrus Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,old-english-text-generator|fantasy-language-generator|serif-generator|typewriter-text-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
15,pet-tag-generator,Pet Tag Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,pet-name-generator|dog-name-generator|cat-name-generator|product-tag-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
16,pick-a-name-generator,Pick A Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,name-generator|name-generator-wheel|wheel-spinner-generator|random-choice-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
17,price-tag-generator,Price Tag Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,product-tag-generator|clothing-tag-generator|hang-tag-generator|business-card-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
18,product-tag-generator,Product Tag Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,price-tag-generator|clothing-tag-generator|hang-tag-generator|product-description-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
19,random-number-generator,Random Number Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,random-letter-generator|dice-roller|wheel-spinner-generator|random-choice-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
20,reverse-text-generator,Reverse Text Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,fancy-text-generator|text-case-converter|unicode-text-generator|vaporwave-text-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
21,robots-txt-generator,Robots.txt Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,meta-tag-generator|canonical-tag-generator|sitemap-generator|slug-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
22,serif-generator,Serif Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,fancy-text-generator|bold-text-generator|italic-text-generator|unicode-text-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
23,small-text-generator,Small Text Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,fancy-text-generator|unicode-text-generator|bold-text-generator|italic-text-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
24,strikethrough-text-generator,Strikethrough Text Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,fancy-text-generator|underline-text-generator|bold-text-generator|unicode-text-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
25,superhero-name-generator,Superhero Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,villain-name-generator|character-name-generator|warrior-name-generator|fantasy-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
26,tag-team-name-generator,Tag Team Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,wrestling-name-generator|team-name-generator|clan-name-generator|stage-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
27,team-name-generator,Team Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,sports-team-name-generator|clan-name-generator|tag-team-name-generator|business-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
28,text-case-converter,Text Case Converter,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,slug-generator|word-counter|reverse-text-generator|fancy-text-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
29,title-name-generator,Title Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,headline-generator|book-name-generator|essay-title-generator|blog-outline-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
30,unicode-text-generator,Unicode Text Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,fancy-text-generator|bold-text-generator|italic-text-generator|serif-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
31,vaporwave-text-generator,Vaporwave Text Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,fancy-text-generator|unicode-text-generator|glitch-text-generator|small-text-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
32,villain-name-generator,Villain Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,superhero-name-generator|character-name-generator|demon-name-generator|warrior-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
33,warrior-name-generator,Warrior Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,viking-name-generator|barbarian-name-generator|fantasy-name-generator|character-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
34,word-counter,Word Counter,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,text-case-converter|lorem-ipsum-generator|paragraph-generator|sentence-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass,pass,pass,pass,none for selected tools
