"canonicalToolId","language","localizedPath","primaryKeyword","localizedSlug","h1","qualityStatus","qualityNotes","technicalStatus","technicalNotes"
"baby-name-generator","bg","/bg/tools/generator-na-bebeshki-imena/","генератор на бебешки имена","generator-na-bebeshki-imena","Генератор на бебешки имена","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"last-name-generator","sv","/sv/tools/efternamn-generator/","efternamn generator","efternamn-generator","Efternamn generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"last-name-generator","ms","/ms/tools/penjana-nama-keluarga/","penjana nama keluarga","penjana-nama-keluarga","Penjana nama keluarga","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"last-name-generator","bg","/bg/tools/generator-na-familii/","генератор на фамилии","generator-na-familii","Генератор на фамилии","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"middle-name-generator","sv","/sv/tools/mellannamn-generator/","mellannamn generator","mellannamn-generator","Mellannamn generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"middle-name-generator","ms","/ms/tools/penjana-nama-tengah/","penjana nama tengah","penjana-nama-tengah","Penjana nama tengah","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"middle-name-generator","bg","/bg/tools/generator-na-vtoro-ime/","генератор на второ име","generator-na-vtoro-ime","Генератор на второ име","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"team-name-generator","sv","/sv/tools/lagnamn-generator/","lagnamn generator","lagnamn-generator","Lagnamn generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"team-name-generator","ms","/ms/tools/penjana-nama-pasukan/","penjana nama pasukan","penjana-nama-pasukan","Penjana nama pasukan","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"team-name-generator","bg","/bg/tools/generator-na-otborni-imena/","генератор на отборни имена","generator-na-otborni-imena","Генератор на отборни имена","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"domain-name-generator","sv","/sv/tools/domannamn-generator/","domannamn generator","domannamn-generator","Domannamn generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"domain-name-generator","ms","/ms/tools/penjana-nama-domain/","penjana nama domain","penjana-nama-domain","Penjana nama domain","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"domain-name-generator","bg","/bg/tools/generator-na-domeyn-imena/","генератор на домейн имена","generator-na-domeyn-imena","Генератор на домейн имена","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"product-name-generator","sv","/sv/tools/produktnamn-generator/","produktnamn generator","produktnamn-generator","Produktnamn generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"product-name-generator","ms","/ms/tools/penjana-nama-produk/","penjana nama produk","penjana-nama-produk","Penjana nama produk","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"product-name-generator","bg","/bg/tools/generator-na-produktovi-imena/","генератор на продуктови имена","generator-na-produktovi-imena","Генератор на продуктови имена","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"project-name-generator","sv","/sv/tools/projektnamn-generator/","projektnamn generator","projektnamn-generator","Projektnamn generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"project-name-generator","ms","/ms/tools/penjana-nama-projek/","penjana nama projek","penjana-nama-projek","Penjana nama projek","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"project-name-generator","bg","/bg/tools/generator-na-proektni-imena/","генератор на проектни имена","generator-na-proektni-imena","Генератор на проектни имена","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"brand-kit-generator","sv","/sv/tools/varumarkeskit-generator/","varumarkeskit generator","varumarkeskit-generator","Varumarkeskit generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"brand-kit-generator","ms","/ms/tools/penjana-kit-jenama/","penjana kit jenama","penjana-kit-jenama","Penjana kit jenama","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"brand-kit-generator","bg","/bg/tools/generator-na-brand-kit/","генератор на бранд кит","generator-na-brand-kit","Генератор на бранд кит","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"slogan-generator","sv","/sv/tools/slogan-generator/","slogan generator","slogan-generator","Slogan generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"slogan-generator","ms","/ms/tools/penjana-slogan/","penjana slogan","penjana-slogan","Penjana slogan","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"slogan-generator","bg","/bg/tools/generator-na-slogani/","генератор на слогани","generator-na-slogani","Генератор на слогани","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"tagline-generator","sv","/sv/tools/tagline-generator/","tagline generator","tagline-generator","Tagline generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"tagline-generator","ms","/ms/tools/penjana-tagline/","penjana tagline","penjana-tagline","Penjana tagline","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"tagline-generator","bg","/bg/tools/generator-na-taglayni/","генератор на таглайни","generator-na-taglayni","Генератор на таглайни","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"blog-name-generator","sv","/sv/tools/bloggnamn-generator/","bloggnamn generator","bloggnamn-generator","Bloggnamn generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"blog-name-generator","ms","/ms/tools/penjana-nama-blog/","penjana nama blog","penjana-nama-blog","Penjana nama blog","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"blog-name-generator","bg","/bg/tools/generator-na-imena-za-blog/","генератор на имена за блог","generator-na-imena-za-blog","Генератор на имена за блог","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"podcast-name-generator","sv","/sv/tools/podcastnamn-generator/","podcastnamn generator","podcastnamn-generator","Podcastnamn generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"podcast-name-generator","ms","/ms/tools/penjana-nama-podcast/","penjana nama podcast","penjana-nama-podcast","Penjana nama podcast","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"podcast-name-generator","bg","/bg/tools/generator-na-imena-za-podkast/","генератор на имена за подкаст","generator-na-imena-za-podkast","Генератор на имена за подкаст","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"youtube-tag-generator","sv","/sv/tools/taggar-for-video-generator/","taggar for video generator","taggar-for-video-generator","Taggar for video generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"youtube-tag-generator","ms","/ms/tools/penjana-tag-video/","penjana tag video","penjana-tag-video","Penjana tag video","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"youtube-tag-generator","bg","/bg/tools/generator-na-tagove-za-video/","генератор на тагове за видео","generator-na-tagove-za-video","Генератор на тагове за видео","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"hashtag-generator","sv","/sv/tools/hashtag-generator/","hashtag generator","hashtag-generator","Hashtag generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"hashtag-generator","ms","/ms/tools/penjana-hashtag/","penjana hashtag","penjana-hashtag","Penjana hashtag","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"hashtag-generator","bg","/bg/tools/generator-na-hashtagove/","генератор на хаштагове","generator-na-hashtagove","Генератор на хаштагове","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"keyword-generator","sv","/sv/tools/sokord-generator/","sokord generator","sokord-generator","Sokord generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"keyword-generator","ms","/ms/tools/penjana-kata-kunci/","penjana kata kunci","penjana-kata-kunci","Penjana kata kunci","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"keyword-generator","bg","/bg/tools/generator-na-klyuchovi-dumi/","генератор на ключови думи","generator-na-klyuchovi-dumi","Генератор на ключови думи","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"meta-tag-generator","sv","/sv/tools/meta-tag-generator/","meta tag generator","meta-tag-generator","Meta tag generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"meta-tag-generator","ms","/ms/tools/penjana-meta-tag/","penjana meta tag","penjana-meta-tag","Penjana meta tag","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"meta-tag-generator","bg","/bg/tools/generator-na-meta-tagove/","генератор на мета тагове","generator-na-meta-tagove","Генератор на мета тагове","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"meta-description-generator","sv","/sv/tools/meta-description-generator/","meta description generator","meta-description-generator","Meta description generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"meta-description-generator","ms","/ms/tools/penjana-meta-description/","penjana meta description","penjana-meta-description","Penjana meta description","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"meta-description-generator","bg","/bg/tools/generator-na-meta-opisaniya/","генератор на мета описания","generator-na-meta-opisaniya","Генератор на мета описания","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"seo-title-generator","sv","/sv/tools/seo-titel-generator/","SEO titel generator","seo-titel-generator","SEO titel generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"seo-title-generator","ms","/ms/tools/penjana-tajuk-seo/","penjana tajuk SEO","penjana-tajuk-seo","Penjana tajuk SEO","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"seo-title-generator","bg","/bg/tools/generator-na-seo-zaglaviya/","генератор на SEO заглавия","generator-na-seo-zaglaviya","Генератор на SEO заглавия","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"faq-generator","sv","/sv/tools/faq-generator/","FAQ generator","faq-generator","FAQ generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"faq-generator","ms","/ms/tools/penjana-faq/","penjana FAQ","penjana-faq","Penjana FAQ","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"faq-generator","bg","/bg/tools/generator-na-faq/","генератор на FAQ","generator-na-faq","Генератор на FAQ","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"canonical-tag-generator","sv","/sv/tools/canonical-tag-generator/","canonical tag generator","canonical-tag-generator","Canonical tag generator","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"canonical-tag-generator","ms","/ms/tools/penjana-tag-canonical/","penjana tag canonical","penjana-tag-canonical","Penjana tag canonical","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
"canonical-tag-generator","bg","/bg/tools/generator-na-canonical-tag/","генератор на canonical таг","generator-na-canonical-tag","Генератор на canonical таг","PASS","Keyword, ASCII slug, H1, FAQ topics, intent alignment, safety category, and localized UI support pass strict review; no noindex or redirected canonical tool included.","PASS","Built page exists, indexable robots directive, self-canonical, complete hreflang set across all pilot languages, x-default, English same-tool route, and no preview/local host markers."
