url,status_code,load_time_ms,title,canonical,hreflangs_count,a11y_violations_count,js_errors_count,console_errors_count,network_errors_count
"https://taptogen.vercel.app/tools/pwa-manifest-generator/",200,3243,"PWA Manifest Generator - Practical, Editable Ideas — TapToGen","https://taptogen.com/tools/pwa-manifest-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/random-question-generator/",200,2967,"Random Question Generator - Practical, Editable Drafts — TapToGen","https://taptogen.com/tools/random-question-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/random-phrase-generator/",200,2167,"Random Phrase Generator - Specific text variations — TapToGen","https://taptogen.com/tools/random-phrase-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/podcast-name-generator/",200,2313,"Podcast Name Generator - Practical, Editable Drafts — TapToGen","https://taptogen.com/tools/podcast-name-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/meta-description-generator/",200,3797,"Meta Description Generator - Practical Drafts — TapToGen","https://taptogen.com/tools/meta-description-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/proposal-generator/",200,2552,"Proposal Generator - Practical Generator Tool — TapToGen","https://taptogen.com/tools/proposal-generator/",19,1,2,4,3
"https://taptogen.vercel.app/tools/passphrase-generator/",200,3151,"Passphrase Generator - Specific memorable passphrase ideas — TapToGen","https://taptogen.com/tools/passphrase-generator/",19,1,2,4,2
"https://taptogen.vercel.app/id/tools/generator-superhero-name/",200,2343,"Generator Superhero Name gratis — TapToGen","https://taptogen.com/id/tools/generator-superhero-name/",19,2,2,3,2
"https://taptogen.vercel.app/pl/tools/generator-old-english-text/",200,2561,"Generator Old English Text za darmo — TapToGen","https://taptogen.com/pl/tools/generator-old-english-text/",19,2,2,3,3
"https://taptogen.vercel.app/fr/tools/g-n-rateur-first-and-last-name/",200,2331,"Générateur de First And Last Name gratuit — TapToGen","https://taptogen.com/fr/tools/g-n-rateur-first-and-last-name/",19,1,2,3,2
"https://taptogen.vercel.app/it/tools/generatore-gnome-name/",200,2536,"Generatore di Gnome Name gratis — TapToGen","https://taptogen.com/it/tools/generatore-gnome-name/",19,2,2,3,3
"https://taptogen.vercel.app/id/tools/generator-art-tag/",200,2358,"Generator Art Tag gratis — TapToGen","https://taptogen.com/id/tools/generator-art-tag/",19,2,2,3,3
"https://taptogen.vercel.app/bg/tools/generator-cipher/",200,2281,"Generator za Cipher bezplatno — TapToGen","https://taptogen.com/bg/tools/generator-cipher/",19,2,2,3,2
"https://taptogen.vercel.app/bn/tools/generator-graffiti-text/",200,2536,"Graffiti Text জেনারেটর ফ্রি — TapToGen","https://taptogen.com/bn/tools/generator-graffiti-text/",19,2,2,3,2
"https://taptogen.vercel.app/de/tools/generator-content-calendar/",200,2460,"Generator für Content Calendar kostenlos — TapToGen","https://taptogen.com/de/tools/generator-content-calendar/",19,1,2,3,3
"https://taptogen.vercel.app/de/tools/generator-cowboy-name/",200,2568,"Generator für Cowboy Name kostenlos — TapToGen","https://taptogen.com/de/tools/generator-cowboy-name/",19,1,2,3,3
"https://taptogen.vercel.app/es/tools/generador-random-text/",200,2174,"Generador de Random Text gratis — TapToGen","https://taptogen.com/es/tools/generador-random-text/",19,1,2,3,2
"https://taptogen.vercel.app/fr/tools/g-n-rateur-app-icon/",200,2452,"Générateur de App Icon gratuit — TapToGen","https://taptogen.com/fr/tools/g-n-rateur-app-icon/",19,1,2,3,3
"https://taptogen.vercel.app/bn/tools/generator-plant-name/",200,2811,"Plant Name জেনারেটর ফ্রি — TapToGen","https://taptogen.com/bn/tools/generator-plant-name/",19,2,2,3,2
"https://taptogen.vercel.app/bn/tools/generator-raffle/",200,3924,"Raffle জেনারেটর ফ্রি — TapToGen","https://taptogen.com/bn/tools/generator-raffle/",19,2,2,3,2
"https://taptogen.vercel.app/bn/tools/shishur-nam-generator/",200,3556,"শিশুর নাম জেনারেটর ফ্রি — TapToGen","https://taptogen.com/bn/tools/shishur-nam-generator/",19,2,2,3,2
"https://taptogen.vercel.app/de/tools/generator-book-club-name/",200,2763,"Generator für Book Club Name kostenlos — TapToGen","https://taptogen.com/de/tools/generator-book-club-name/",19,1,2,3,2
"https://taptogen.vercel.app/es/tools/generador-utm-link/",200,2793,"Generador de UTM Link gratis — TapToGen","https://taptogen.com/es/tools/generador-utm-link/",19,1,2,3,2
"https://taptogen.vercel.app/es/tools/generador-nickname/",200,2853,"Generador de Nickname gratis — TapToGen","https://taptogen.com/es/tools/generador-nickname/",19,1,2,3,2
"https://taptogen.vercel.app/es/tools/generador-retro-text/",200,4383,"Generador de Retro Text gratis — TapToGen","https://taptogen.com/es/tools/generador-retro-text/",19,1,2,3,2
"https://taptogen.vercel.app/bn/tools/generator-dj-name/",200,3394,"DJ Name জেনারেটর ফ্রি — TapToGen","https://taptogen.com/bn/tools/generator-dj-name/",19,2,2,3,2
"https://taptogen.vercel.app/es/tools/texto-italica/",200,3056,"Texto itálica para copiar — TapToGen","https://taptogen.com/es/tools/texto-italica/",19,1,2,2,2
"https://taptogen.vercel.app/bn/tools/generator-css-blob/",200,4306,"CSS Blob জেনারেটর ফ্রি — TapToGen","https://taptogen.com/bn/tools/generator-css-blob/",19,2,2,3,3
"https://taptogen.vercel.app/de/tools/generator-call-to-action/",200,2735,"Generator für Call to Action kostenlos — TapToGen","https://taptogen.com/de/tools/generator-call-to-action/",19,1,2,3,3
"https://taptogen.vercel.app/es/tools/generador-strikethrough-text/",200,2092,"Generador de Strikethrough Text gratis — TapToGen","https://taptogen.com/es/tools/generador-strikethrough-text/",19,1,2,3,2
"https://taptogen.vercel.app/it/tools/generatore-dice-roller/",200,3007,"Generatore di Dice Roller gratis — TapToGen","https://taptogen.com/it/tools/generatore-dice-roller/",19,2,2,3,2
"https://taptogen.vercel.app/id/tools/generator-strikethrough-text/",200,2444,"Generator Strikethrough Text gratis — TapToGen","https://taptogen.com/id/tools/generator-strikethrough-text/",19,2,2,3,3
"https://taptogen.vercel.app/bn/tools/generator-qr-code-text/",200,3210,"QR Code Text জেনারেটর ফ্রি — TapToGen","https://taptogen.com/bn/tools/generator-qr-code-text/",19,2,2,3,2
"https://taptogen.vercel.app/bn/tools/generator-orc-name/",200,2839,"Orc Name জেনারেটর ফ্রি — TapToGen","https://taptogen.com/bn/tools/generator-orc-name/",19,2,2,3,2
"https://taptogen.vercel.app/de/tools/generator-bakery-name/",200,2353,"Generator für Bakery Name kostenlos — TapToGen","https://taptogen.com/de/tools/generator-bakery-name/",19,1,2,3,2
"https://taptogen.vercel.app/es/tools/generador-avatar-name/",200,2435,"Generador de Avatar Name gratis — TapToGen","https://taptogen.com/es/tools/generador-avatar-name/",19,1,2,3,2
"https://taptogen.vercel.app/hi/tools/generator-lowercase/",200,4628,"Lowercase जनरेटर मुफ्त — TapToGen","https://taptogen.com/hi/tools/generator-lowercase/",19,2,2,3,3
"https://taptogen.vercel.app/hi/tools/generator-multiple-choice-question/",200,3837,"Multiple Choice Question जनरेटर मुफ्त — TapToGen","https://taptogen.com/hi/tools/generator-multiple-choice-question/",19,2,2,3,2
"https://taptogen.vercel.app/es/tools/generador-papyrus-text/",200,2616,"Generador de Papyrus Text gratis — TapToGen","https://taptogen.com/es/tools/generador-papyrus-text/",19,1,2,3,2
"https://taptogen.vercel.app/hi/tools/generator-marketplace-tag/",200,2518,"Marketplace Tag जनरेटर मुफ्त — TapToGen","https://taptogen.com/hi/tools/generator-marketplace-tag/",19,2,2,3,3
"https://taptogen.vercel.app/hi/tools/generator-product-title/",200,2903,"Product Title जनरेटर मुफ्त — TapToGen","https://taptogen.com/hi/tools/generator-product-title/",19,2,2,3,2
"https://taptogen.vercel.app/de/tools/generator-graphql-query/",200,2514,"Generator für GraphQL Query kostenlos — TapToGen","https://taptogen.com/de/tools/generator-graphql-query/",19,1,2,3,3
"https://taptogen.vercel.app/es/tools/generador-cover-letter/",200,5151,"Generador de Cover Letter gratis — TapToGen","https://taptogen.com/es/tools/generador-cover-letter/",19,1,2,3,3
"https://taptogen.vercel.app/es/tools/generador-random-color/",200,2765,"Generador de Random Color gratis — TapToGen","https://taptogen.com/es/tools/generador-random-color/",19,1,2,3,3
"https://taptogen.vercel.app/bn/tools/generator-sku/",200,2543,"SKU জেনারেটর ফ্রি — TapToGen","https://taptogen.com/bn/tools/generator-sku/",19,2,2,3,2
"https://taptogen.vercel.app/hi/tools/slogan-generator-hi/",200,4144,"स्लोगन जनरेटर मुफ्त — TapToGen","https://taptogen.com/hi/tools/slogan-generator-hi/",19,2,2,3,2
"https://taptogen.vercel.app/bn/tools/team-nam-generator/",200,3225,"টিম নাম জেনারেটর ফ্রি — TapToGen","https://taptogen.com/bn/tools/team-nam-generator/",19,2,2,3,2
"https://taptogen.vercel.app/bn/tools/generator-estimate/",200,3286,"Estimate জেনারেটর ফ্রি — TapToGen","https://taptogen.com/bn/tools/generator-estimate/",19,2,2,3,2
"https://taptogen.vercel.app/es/tools/generador-css-button/",200,3514,"Generador de CSS Button gratis — TapToGen","https://taptogen.com/es/tools/generador-css-button/",19,1,2,3,2
"https://taptogen.vercel.app/de/tools/generator-citation/",200,3034,"Generator für Citation kostenlos — TapToGen","https://taptogen.com/de/tools/generator-citation/",19,1,2,3,2
"https://taptogen.vercel.app/it/tools/generatore-book-name/",200,3887,"Generatore di Book Name gratis — TapToGen","https://taptogen.com/it/tools/generatore-book-name/",19,2,2,3,2
"https://taptogen.vercel.app/fr/tools/g-n-rateur-album-name/",200,3350,"Générateur de Album Name gratuit — TapToGen","https://taptogen.com/fr/tools/g-n-rateur-album-name/",19,1,2,3,2
