url,msg_type,text
"https://taptogen.vercel.app/tools/cipher-generator/","exception","ReferenceError: renderPremiumOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:453)"
"https://taptogen.vercel.app/tools/story-plot-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/bio-generator/","error","[2026-07-16T21:12:43.540Z] [ERROR]: No configuration found for workspace ""bio-generator"""
"https://taptogen.vercel.app/tools/bio-generator/","error","[2026-07-16T21:12:46.924Z] [ERROR]: [ErrorReporter] Captured Exception: renderPremiumOutput is not defined ReferenceError: renderPremiumOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:453)"
"https://taptogen.vercel.app/tools/bio-generator/","exception","ReferenceError: renderPremiumOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:453)"
"https://taptogen.vercel.app/tools/cipher-generator/","error","[2026-07-16T21:12:47.565Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/cipher-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/email-tag-generator/","error","[2026-07-16T21:12:48.151Z] [ERROR]: No configuration found for workspace ""email-tag-generator"""
"https://taptogen.vercel.app/tools/fantasy-language-generator/","error","[2026-07-16T21:12:48.187Z] [ERROR]: No configuration found for workspace ""fantasy-language-generator"""
"https://taptogen.vercel.app/tools/cipher-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/bio-generator/","error","[2026-07-16T21:12:48.644Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/bio-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/bio-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/club-name-generator/","error","[2026-07-16T21:12:49.173Z] [ERROR]: No configuration found for workspace ""club-name-generator"""
"https://taptogen.vercel.app/tools/fantasy-language-generator/","error","[2026-07-16T21:12:52.021Z] [ERROR]: [ErrorReporter] Captured Exception: buildPass24FantasyLanguageSections is not defined ReferenceError: buildPass24FantasyLanguageSections is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:324:89)"
"https://taptogen.vercel.app/tools/fantasy-language-generator/","exception","ReferenceError: buildPass24FantasyLanguageSections is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:324:89)"
"https://taptogen.vercel.app/tools/email-tag-generator/","error","[2026-07-16T21:12:52.412Z] [ERROR]: [ErrorReporter] Captured Exception: buildPass24UtilitySections is not defined ReferenceError: buildPass24UtilitySections is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:317:335)"
"https://taptogen.vercel.app/tools/email-tag-generator/","exception","ReferenceError: buildPass24UtilitySections is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:317:335)"
"https://taptogen.vercel.app/tools/email-tag-generator/","error","[2026-07-16T21:12:53.085Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/email-tag-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/fantasy-language-generator/","error","[2026-07-16T21:12:53.099Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/fantasy-language-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/email-tag-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/fantasy-language-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/club-name-generator/","error","[2026-07-16T21:12:53.335Z] [ERROR]: [ErrorReporter] Captured Exception: buildPass19NameGroups is not defined ReferenceError: buildPass19NameGroups is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:246:3088)"
"https://taptogen.vercel.app/tools/club-name-generator/","exception","ReferenceError: buildPass19NameGroups is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:246:3088)"
"https://taptogen.vercel.app/tools/club-name-generator/","error","[2026-07-16T21:12:54.350Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/club-name-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/disc-jockey-names-generator/","error","[2026-07-16T21:12:54.576Z] [ERROR]: No configuration found for workspace ""disc-jockey-names-generator"""
"https://taptogen.vercel.app/tools/club-name-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/invisible-text-generator/","error","[2026-07-16T21:12:56.351Z] [ERROR]: No configuration found for workspace ""invisible-text-generator"""
"https://taptogen.vercel.app/tools/disc-jockey-names-generator/","error","[2026-07-16T21:13:00.325Z] [ERROR]: [ErrorReporter] Captured Exception: buildPass19NameGroups is not defined ReferenceError: buildPass19NameGroups is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:246:3088)"
"https://taptogen.vercel.app/tools/disc-jockey-names-generator/","exception","ReferenceError: buildPass19NameGroups is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:246:3088)"
"https://taptogen.vercel.app/tools/flower-name-generator/","error","[2026-07-16T21:13:00.633Z] [ERROR]: No configuration found for workspace ""flower-name-generator"""
"https://taptogen.vercel.app/tools/flashcard-generator/","error","[2026-07-16T21:13:00.825Z] [ERROR]: No configuration found for workspace ""flashcard-generator"""
"https://taptogen.vercel.app/tools/invisible-text-generator/","error","[2026-07-16T21:13:00.976Z] [ERROR]: [ErrorReporter] Captured Exception: buildPass25TextSections is not defined ReferenceError: buildPass25TextSections is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:327:393)"
"https://taptogen.vercel.app/tools/invisible-text-generator/","exception","ReferenceError: buildPass25TextSections is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:327:393)"
"https://taptogen.vercel.app/tools/college-name-generator/","error","[2026-07-16T21:13:01.546Z] [ERROR]: No configuration found for workspace ""college-name-generator"""
"https://taptogen.vercel.app/tools/invisible-text-generator/","error","[2026-07-16T21:13:01.635Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/invisible-text-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/disc-jockey-names-generator/","error","[2026-07-16T21:13:01.753Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/disc-jockey-names-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/invisible-text-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/disc-jockey-names-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/flower-name-generator/","error","[2026-07-16T21:13:04.361Z] [ERROR]: [ErrorReporter] Captured Exception: renderPremiumOutput is not defined ReferenceError: renderPremiumOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:453)"
"https://taptogen.vercel.app/tools/flower-name-generator/","exception","ReferenceError: renderPremiumOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:453)"
"https://taptogen.vercel.app/tools/flower-name-generator/","error","[2026-07-16T21:13:04.960Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/flower-name-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/flashcard-generator/","error","[2026-07-16T21:13:05.236Z] [ERROR]: [ErrorReporter] Captured Exception: renderPremiumOutput is not defined ReferenceError: renderPremiumOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:453)"
"https://taptogen.vercel.app/tools/flashcard-generator/","exception","ReferenceError: renderPremiumOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:453)"
"https://taptogen.vercel.app/tools/flower-name-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/flashcard-generator/","error","[2026-07-16T21:13:05.733Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/flashcard-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/flashcard-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/college-name-generator/","error","[2026-07-16T21:13:07.578Z] [ERROR]: [ErrorReporter] Captured Exception: buildPass19NameGroups is not defined ReferenceError: buildPass19NameGroups is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:246:3088)"
"https://taptogen.vercel.app/tools/college-name-generator/","exception","ReferenceError: buildPass19NameGroups is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:246:3088)"
"https://taptogen.vercel.app/tools/college-name-generator/","error","[2026-07-16T21:13:08.257Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/college-name-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/college-name-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/big-text-generator/","error","[2026-07-16T21:13:09.404Z] [ERROR]: No configuration found for workspace ""big-text-generator"""
"https://taptogen.vercel.app/tools/css-grid-generator/","error","[2026-07-16T21:13:10.175Z] [ERROR]: No configuration found for workspace ""css-grid-generator"""
"https://taptogen.vercel.app/tools/album-name-generator/","error","[2026-07-16T21:13:14.193Z] [ERROR]: No configuration found for workspace ""album-name-generator"""
"https://taptogen.vercel.app/tools/hang-tag-generator/","error","[2026-07-16T21:13:14.497Z] [ERROR]: No configuration found for workspace ""hang-tag-generator"""
"https://taptogen.vercel.app/tools/rubric-generator/","error","[2026-07-16T21:13:14.771Z] [ERROR]: No configuration found for workspace ""rubric-generator"""
"https://taptogen.vercel.app/tools/big-text-generator/","error","[2026-07-16T21:13:15.363Z] [ERROR]: [ErrorReporter] Captured Exception: buildPass22TextSections is not defined ReferenceError: buildPass22TextSections is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:287:350)"
"https://taptogen.vercel.app/tools/big-text-generator/","exception","ReferenceError: buildPass22TextSections is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:287:350)"
"https://taptogen.vercel.app/tools/big-text-generator/","error","[2026-07-16T21:13:15.781Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/big-text-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/big-text-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/album-name-generator/","error","[2026-07-16T21:13:17.563Z] [ERROR]: [ErrorReporter] Captured Exception: renderPremiumOutput is not defined ReferenceError: renderPremiumOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:453)"
"https://taptogen.vercel.app/tools/album-name-generator/","exception","ReferenceError: renderPremiumOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:453)"
"https://taptogen.vercel.app/tools/album-name-generator/","error","[2026-07-16T21:13:18.153Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/album-name-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/css-grid-generator/","error","[2026-07-16T21:13:18.244Z] [ERROR]: [ErrorReporter] Captured Exception: renderPreviewCodeSuite is not defined ReferenceError: renderPreviewCodeSuite is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:2165:70)"
"https://taptogen.vercel.app/tools/css-grid-generator/","exception","ReferenceError: renderPreviewCodeSuite is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:2165:70)"
"https://taptogen.vercel.app/tools/album-name-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/hang-tag-generator/","error","[2026-07-16T21:13:18.702Z] [ERROR]: [ErrorReporter] Captured Exception: renderPremiumOutput is not defined ReferenceError: renderPremiumOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:453)"
"https://taptogen.vercel.app/tools/hang-tag-generator/","exception","ReferenceError: renderPremiumOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:453)"
"https://taptogen.vercel.app/tools/rubric-generator/","error","[2026-07-16T21:13:18.930Z] [ERROR]: [ErrorReporter] Captured Exception: renderPremiumOutput is not defined ReferenceError: renderPremiumOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:453)"
"https://taptogen.vercel.app/tools/rubric-generator/","exception","ReferenceError: renderPremiumOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:453)"
"https://taptogen.vercel.app/tools/rubric-generator/","error","[2026-07-16T21:13:19.562Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/rubric-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/rubric-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/hang-tag-generator/","error","[2026-07-16T21:13:20.752Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/hang-tag-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/css-grid-generator/","error","[2026-07-16T21:13:21.301Z] [ERROR]: [ErrorReporter] Captured Exception: copyText is not defined ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/css-grid-generator/","exception","ReferenceError: copyText is not defined
    at HTMLButtonElement.<anonymous> (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:4124:1292)"
"https://taptogen.vercel.app/tools/css-grid-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/hang-tag-generator/","error","Failed to copy link:  NotAllowedError: Failed to execute 'writeText' on 'Clipboard': Write permission denied."
"https://taptogen.vercel.app/tools/css-button-generator/","error","[2026-07-16T21:13:22.477Z] [ERROR]: No configuration found for workspace ""css-button-generator"""
"https://taptogen.vercel.app/tools/hash-generator/","error","[2026-07-16T21:13:26.345Z] [ERROR]: No configuration found for workspace ""hash-generator"""
"https://taptogen.vercel.app/tools/css-button-generator/","error","[2026-07-16T21:13:27.186Z] [ERROR]: [ErrorReporter] Captured Exception: renderCssButtonOutput is not defined ReferenceError: renderCssButtonOutput is not defined
    at HTMLButtonElement.De (https://taptogen.vercel.app/_astro/LocalizedToolPage.astro_astro_type_script_index_0_lang.BNqrhmGs.js:1116:5)"
